retrieved_at,prefecture,agency,case_type,title,announcement_date,url,source
2026-05-14 19:35:38,全国,農林水産省,委託,令和８年度輸入小麦に係る重金属、カビ毒及び残留農薬等検査業務,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,物品,令和８年度税務大学校で使用する図書の購入（第２回）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,法務省,物品,令和８年度福岡高等検察庁及び福岡地方検察庁六法全書等購入契約,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,環境省,委託,令和８年度環境省施設における太陽光発電の導入計画の策定に向けた調査及び検討業務[総合評価落札方式],2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,農林水産省,委託,令和８年度木材産業における外国人材の受入れに関する委託事業,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,法務省,役務,令和８年度文具等供給契約,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,経済産業省,委託,令和８年度固定価格買取制度等効率的・安定的運用業務事業（固定価格買取制度等における自治体連携のための調査）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,経済産業省,その他,令和８年度四国経済産業局7階フロアレイアウト変更等一式,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,法務省,役務,令和８年度プリンタトナー等供給契約,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,国土交通省,委託,令和８年度 マスプロダクツ型排水ポンプ設備点検外業務,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,国土交通省,委託,令和８年度 インシデント対処研修及び演習実施業務,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,厚生労働省,物品,京都七条公共職業安定所（本所）のレイアウト変更にかかる什器類の購入及び移設作業等の調達,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,厚生労働省,役務,一般定期健康診断等業務委託契約（単価契約）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,経済産業省,委託,【資エ庁】令和８年度燃料安定供給対策調査等事業（エネルギーに関する国内外の経済社会動向の調査）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,経済産業省,委託,【資エ庁】令和８年度固定価格買取制度等効率的・安定的運用業務事業（再生可能エネルギー固定価格買取制度等における賦課金単価算定の精緻化に向けた分析等調査）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
